age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
17,4,13463,6,4,5,7,4,4,0,0,0,34,6,0
37,7,8937,2,7,4,8,3,4,1,69,0,39,39,0
19,0,14805,8,10,0,0,3,4,1,0,0,49,39,0
25,4,12178,8,10,0,10,1,4,0,0,0,39,39,0
16,4,7546,11,8,2,5,0,4,1,0,0,49,39,0
4,4,15944,11,8,4,10,3,4,0,0,0,29,39,0
52,2,13744,0,5,2,14,0,4,1,0,0,9,39,0
15,4,13582,7,11,4,12,1,2,0,0,0,45,38,0
33,4,1473,11,8,2,3,0,4,1,0,0,39,39,0
23,4,26486,2,7,2,8,0,4,1,0,0,39,0,0
28,4,3621,11,8,0,8,1,4,0,0,0,39,39,0
14,4,16420,11,8,2,1,0,4,1,0,0,34,39,0
7,4,25109,9,12,2,10,5,4,0,0,0,39,39,0
11,4,17686,9,12,4,10,1,4,1,0,0,59,39,2
4,4,8426,7,11,4,8,3,4,0,0,0,4,39,0
26,6,20246,8,10,0,4,1,4,1,0,0,24,39,0
5,4,15736,11,8,4,12,1,4,0,0,0,24,39,0
45,6,16234,11,8,2,3,0,4,1,0,40,39,39,0
4,6,3294,15,9,4,13,1,4,1,0,0,24,39,0
20,4,4204,15,9,2,14,0,4,1,0,0,44,39,0
17,4,4430,15,9,0,8,4,2,0,0,0,39,39,0
57,6,23559,9,12,2,4,0,4,1,0,45,11,39,2
26,4,25038,15,9,0,7,4,2,0,0,0,37,39,0
8,4,24407,15,9,4,10,1,4,0,0,0,39,39,0
26,4,15722,1,6,2,6,0,4,1,0,0,39,39,0
6,4,20172,1,6,2,8,0,4,1,0,0,39,39,0
16,4,7882,11,8,5,7,4,2,0,0,0,39,39,0
34,7,12654,9,12,2,4,0,4,1,0,0,34,39,2
47,4,10534,9,12,4,12,4,4,0,0,0,39,29,0
18,4,25128,15,9,4,4,1,4,1,0,0,49,39,0
52,6,4392,0,5,3,5,1,4,1,54,0,44,39,0
15,4,24683,9,12,2,4,0,4,1,0,0,47,39,2
3,4,25183,15,9,4,8,3,4,0,0,0,39,39,0
49,5,3390,11,8,2,14,0,4,1,0,0,49,39,2
14,4,23919,15,9,4,3,1,4,1,0,0,39,22,0
5,4,27653,15,9,4,8,3,4,0,0,0,23,39,0
15,4,10640,14,14,4,10,1,4,1,0,0,39,39,0
6,4,18605,7,11,4,12,3,4,0,0,0,39,39,0
4,4,20393,15,9,4,1,3,4,1,0,0,39,39,0
19,4,20986,11,8,2,8,5,1,0,0,0,1,36,0
45,2,17060,5,3,2,3,0,4,1,44,0,39,39,0
7,4,14092,11,8,4,6,1,4,1,0,0,39,39,0
28,4,198,15,9,2,14,0,4,1,95,0,49,39,2
10,4,20684,1,6,2,6,0,4,1,67,0,39,39,0
21,4,14914,14,14,2,10,0,4,1,0,81,87,39,2
3,0,23372,15,9,4,0,3,4,0,0,0,4,39,0
13,4,28000,15,9,2,7,0,4,1,0,0,29,39,0
0,0,882,0,5,4,0,3,4,1,0,0,19,39,0
0,0,21160,1,6,4,0,3,2,1,0,0,7,39,0
4,6,24699,8,10,2,5,0,4,1,0,0,39,39,0
39,6,9192,11,8,2,12,0,4,1,0,0,39,39,0
42,2,24026,12,13,6,10,4,4,0,75,0,59,39,2
20,6,3419,15,9,0,4,4,4,0,0,0,39,39,0
35,4,24268,15,9,0,4,4,4,0,0,0,39,39,0
33,1,25457,15,9,2,4,0,4,1,0,0,39,39,2
38,4,19436,9,12,2,4,0,4,1,95,0,59,39,2
38,4,10779,9,12,2,10,0,4,1,0,0,39,39,2
28,0,4856,11,8,0,0,1,4,0,0,0,39,39,0
55,4,6881,15,9,2,10,0,4,1,61,0,19,39,0
22,4,14803,15,9,0,4,1,4,0,0,0,39,39,0
11,4,14362,2,7,0,7,1,4,0,0,0,39,39,0
21,4,5920,9,12,0,13,2,4,1,0,0,39,39,0
27,4,10197,15,9,5,3,1,4,1,0,49,54,39,0
34,6,24465,11,8,4,12,1,4,1,0,0,39,39,0
3,4,1354,15,9,4,8,3,4,1,0,36,35,39,0
8,4,21293,15,9,4,14,1,4,0,0,0,44,39,0
35,4,6320,15,9,0,12,2,4,0,0,0,19,39,2
28,4,26209,11,8,6,3,1,4,0,0,0,39,39,0
0,4,19740,1,6,4,1,3,4,0,0,0,11,39,0
3,4,13562,11,8,4,8,3,1,0,0,0,14,0,0
47,2,6876,12,13,2,10,0,4,1,0,0,24,39,0
17,4,6368,11,8,2,1,0,4,1,0,19,39,39,0
57,6,6030,15,9,2,4,0,4,1,0,0,3,39,0
41,1,3208,1,6,0,3,1,2,0,109,0,39,39,2
27,4,9874,12,13,2,10,0,4,1,0,0,39,39,2
6,7,24511,7,11,4,1,1,4,0,0,0,24,39,0
6,4,27688,11,8,4,6,3,4,1,0,0,49,39,0
10,4,8202,8,10,4,13,2,4,0,0,0,35,39,0
17,4,5773,9,12,2,12,0,4,1,0,0,44,39,2
1,4,15209,11,8,4,12,3,4,0,0,0,23,39,0
16,4,24358,1,6,4,12,4,2,0,0,0,16,39,0
33,6,4207,15,9,2,3,0,4,1,0,0,47,39,0
30,4,1905,11,8,0,12,1,4,1,0,0,49,39,0
33,5,15263,14,14,2,10,0,4,1,122,0,54,39,2
1,4,21243,1,6,4,12,3,4,0,0,0,14,39,0
32,2,23805,14,14,2,10,5,4,0,0,55,59,39,2
17,4,13804,15,9,2,6,0,4,1,0,0,49,39,0
34,4,10579,12,13,2,10,0,4,1,98,0,44,39,2
39,7,2991,15,9,2,4,0,4,1,0,0,39,39,2
47,4,17084,11,8,6,1,4,4,0,0,0,7,39,0
6,4,21126,15,9,4,5,1,4,0,0,0,49,39,0
16,4,11016,15,9,2,14,0,4,1,0,0,39,39,0
26,4,18260,12,13,2,4,0,4,1,0,0,44,39,0
43,1,27156,11,8,0,4,1,4,1,104,0,39,39,2
40,7,6020,2,7,0,8,4,4,0,0,0,39,39,0
5,4,15860,9,12,4,12,1,4,1,0,0,44,39,0
6,4,20377,9,12,4,7,3,4,1,0,0,39,39,0
37,4,1036,15,9,2,12,0,4,1,0,81,49,39,2
22,1,26260,11,8,2,1,0,2,1,98,0,51,39,2
15,6,14188,12,13,4,10,1,4,1,0,0,39,39,0
3,4,6950,15,9,4,13,3,4,1,0,0,14,39,0
13,4,6207,15,9,4,4,1,4,1,0,0,51,39,0
39,6,12398,11,8,2,5,0,4,1,0,0,44,39,0
17,4,15701,11,8,2,6,0,4,1,0,0,39,39,0
15,4,11279,11,8,4,3,4,4,1,0,0,39,39,0
42,4,24832,12,13,2,10,0,4,1,0,0,49,39,2
2,4,19570,15,9,4,10,3,4,1,0,0,10,39,0
43,0,5713,6,4,6,0,1,4,0,0,0,39,39,0
12,4,5647,11,8,2,6,0,4,1,0,0,41,39,0
7,4,16608,15,9,2,3,0,4,1,0,0,59,39,0
24,7,5121,12,13,0,10,1,4,1,0,0,34,39,0
6,4,21506,5,3,2,6,2,3,0,0,0,29,8,0
15,4,10780,11,8,2,12,0,4,1,0,51,49,39,2
34,5,8192,11,8,4,12,2,4,1,0,0,39,0,0
1,4,23179,11,8,4,12,3,4,1,0,0,9,39,0
11,4,21050,15,9,4,4,3,4,0,0,0,39,0,0
16,0,26401,15,9,2,0,5,4,0,81,0,39,39,2
21,4,18742,11,8,5,14,4,2,0,0,0,29,39,0
12,4,26553,9,12,4,10,1,4,1,0,0,49,9,0
8,4,12258,11,8,2,14,0,4,1,0,0,44,39,0
14,4,14197,14,14,4,13,1,4,1,0,0,54,39,0
17,4,344,9,12,3,1,1,4,0,0,0,24,39,0
17,4,20641,11,8,2,4,0,4,1,0,50,44,39,2
49,7,8411,11,8,2,4,0,4,1,0,45,39,39,2
24,4,18075,4,2,2,6,0,4,1,0,0,39,13,0
45,4,19082,5,3,2,10,0,4,1,0,0,19,39,0
41,4,26096,11,8,2,3,0,2,1,0,0,39,39,0
23,4,27204,11,8,5,4,4,4,0,0,0,39,2,0
7,4,10590,9,12,4,4,3,1,0,0,0,39,30,0
30,4,9203,11,8,2,4,0,4,1,0,0,39,39,2
2,4,26027,11,8,4,8,3,2,1,0,0,24,39,0
15,4,10297,15,9,2,3,0,4,1,0,0,44,39,0
34,7,25532,15,9,0,1,1,4,0,0,0,39,39,0
8,4,28119,6,4,2,14,0,4,1,0,0,44,39,0
43,0,9291,12,13,2,0,0,4,1,0,0,39,39,0
5,4,1881,15,9,4,14,1,4,1,0,0,39,39,0
12,4,16754,9,12,2,4,5,4,0,0,0,49,39,2
3,4,3756,11,8,2,12,3,4,1,0,0,39,39,0
25,4,10403,5,3,0,3,4,4,1,0,0,39,33,0
1,4,6785,11,8,4,7,3,4,1,0,0,19,39,0
6,4,12108,0,5,2,7,3,1,0,0,0,39,40,0
11,4,18102,9,12,2,1,0,4,1,0,0,39,0,2
38,4,4201,9,12,0,10,1,4,0,0,0,39,39,2
23,4,7947,11,8,0,7,1,2,1,0,0,39,39,0
35,4,4574,15,9,0,12,1,4,1,0,0,49,39,0
20,4,14567,11,8,0,7,4,4,1,0,0,39,39,2
4,4,23931,15,9,4,12,3,4,0,0,28,21,39,0
18,4,18400,8,10,4,8,1,4,1,0,0,59,39,0
28,4,14128,15,9,0,7,4,4,1,0,0,47,39,0
22,4,12735,11,8,0,1,4,2,0,0,0,39,39,0
37,4,2993,11,8,2,3,0,4,1,0,0,43,39,0
25,4,26277,5,3,0,12,1,4,0,0,0,39,39,0
9,0,22004,15,9,2,0,5,4,0,0,0,19,39,0
42,5,25853,7,11,2,3,0,4,1,0,0,39,39,0
25,4,22714,11,8,2,12,5,4,0,0,0,39,39,2
5,4,21202,15,9,4,11,3,2,0,0,0,19,39,0
16,4,16173,9,12,4,10,1,4,0,0,0,39,39,0
22,4,2506,15,9,2,7,0,4,1,0,0,39,39,2
1,5,5147,1,6,4,5,3,4,1,0,0,69,39,0
29,4,27338,15,9,2,12,0,2,1,0,0,59,39,2
7,4,12886,9,12,4,8,1,4,1,0,0,39,39,0
11,4,8185,8,10,2,6,5,4,0,0,0,29,7,0
4,7,6240,11,8,4,1,3,4,0,0,0,42,39,0
5,4,24475,1,6,4,3,3,4,1,0,0,29,39,0
44,4,3659,4,2,2,6,0,1,1,95,0,39,30,2
39,1,21443,15,9,2,1,0,1,1,0,0,39,25,0
4,4,15432,15,9,4,12,3,4,0,0,0,19,39,0
0,4,8112,0,5,4,6,3,4,1,0,0,25,39,0
12,4,26391,15,9,2,6,0,4,1,0,0,39,0,2
11,2,21954,11,8,2,11,0,4,1,0,0,39,39,2
45,4,21579,11,8,6,1,1,4,0,0,0,37,39,0
22,4,25435,11,8,5,7,1,2,1,28,0,39,39,0
13,2,23394,11,8,4,11,1,4,1,0,0,39,39,0
3,0,11455,1,6,4,0,4,4,1,0,0,39,8,0
1,2,27872,1,6,4,1,3,4,1,0,0,11,39,0
37,4,9354,11,8,4,6,3,4,1,0,0,39,39,0
32,4,21251,15,9,2,14,0,4,1,0,0,39,39,2
16,7,7242,10,15,2,10,0,1,1,0,0,49,17,0
33,4,13163,9,12,2,12,0,4,1,0,0,39,39,2
40,4,3094,11,8,2,8,0,4,1,0,0,76,39,0
33,7,16817,11,8,0,1,3,4,0,0,0,39,39,0
28,4,21603,9,12,2,4,0,4,1,0,0,39,39,2
24,4,7737,15,9,2,4,3,4,1,0,0,39,39,2
6,4,22271,11,8,2,7,0,4,1,0,0,47,39,0
6,4,21165,9,12,4,12,1,4,0,0,0,39,39,0
30,4,13800,11,8,2,1,5,4,0,0,0,39,18,0
22,6,15410,9,12,2,4,0,1,1,0,0,49,35,0
12,4,21190,8,10,2,7,0,4,1,0,50,47,39,2
29,4,10475,11,8,2,7,0,2,1,0,0,39,39,0
1,4,26227,4,2,4,6,3,4,1,0,0,39,39,0
51,4,12607,5,3,2,3,0,4,1,0,0,39,39,0
45,4,17932,8,10,2,13,0,4,1,0,0,39,39,2
26,4,1828,7,11,2,13,0,4,1,0,0,39,39,0
18,4,83,11,8,2,3,0,4,1,0,0,39,39,0
4,4,27653,11,8,4,1,3,4,0,0,0,39,39,0
4,7,11726,15,9,4,6,3,4,1,0,0,39,39,0
24,2,8641,8,10,0,3,4,4,0,0,0,44,39,0
44,4,13298,11,8,2,14,0,4,1,0,0,39,39,0
7,4,18847,11,8,4,3,1,4,1,0,0,49,39,0
4,4,28120,11,8,4,11,3,2,1,0,0,39,39,0
19,7,27434,4,2,2,8,0,4,1,0,0,39,26,0
20,2,2815,8,10,4,11,1,4,0,0,0,39,39,0
52,4,16199,2,7,2,14,0,4,1,102,0,59,39,2
32,1,13988,15,9,0,4,1,4,0,0,0,49,39,0
38,4,15250,11,8,2,5,0,4,1,0,0,52,39,2
4,4,20275,11,8,2,7,0,4,1,0,0,39,39,0
1,4,25345,0,5,4,8,3,4,1,0,0,39,39,0
9,4,14811,11,8,2,10,1,2,1,0,0,39,39,0
3,0,21126,15,9,4,0,3,4,0,0,0,17,0,0
29,4,23216,11,8,2,5,0,4,1,68,0,54,39,0
6,4,21787,0,5,4,3,1,4,1,0,0,39,39,0
31,4,18489,11,8,2,3,0,4,1,0,0,39,39,2
19,4,28172,11,8,2,3,0,4,1,0,51,47,39,2
25,7,7404,12,13,0,10,1,4,1,0,0,39,39,0
24,2,14413,12,13,2,10,0,4,1,0,0,37,39,2
28,4,23775,7,11,6,12,4,4,0,0,0,39,5,0
35,4,6609,11,8,0,3,1,4,1,55,0,39,39,0
5,2,7393,9,12,4,10,3,2,0,0,0,17,39,0
3,4,248,15,9,4,7,1,4,0,28,0,39,39,0
10,4,6464,11,8,5,7,1,4,1,0,0,42,39,0
19,4,21530,11,8,0,4,1,4,1,0,0,39,39,0
17,4,10360,11,8,2,14,0,0,1,0,0,51,39,0
21,4,5920,12,13,2,10,0,4,1,0,0,49,39,2
3,0,17044,15,9,4,0,3,4,0,0,0,39,39,0
30,4,17478,11,8,0,12,4,4,0,0,0,44,39,0
4,4,6737,11,8,2,3,0,4,1,0,0,49,39,0
16,4,3599,11,8,4,14,1,4,1,0,0,39,39,0
14,2,1848,7,11,4,11,4,4,1,0,0,39,39,0
44,4,27292,2,7,2,3,0,4,1,0,0,39,26,0
29,4,10587,0,5,2,6,0,2,1,0,0,44,39,0
38,2,5570,12,13,2,10,0,2,1,0,0,39,39,2
2,7,21830,15,9,4,10,3,4,1,0,0,39,39,0
22,4,1875,11,8,2,7,0,4,1,0,0,39,39,2
44,4,12621,11,8,2,8,0,4,1,0,0,39,39,0
11,4,9645,15,9,2,6,0,4,1,0,0,39,39,0
11,4,22652,0,5,2,14,0,4,1,0,0,39,39,0
44,0,3201,11,8,2,0,0,4,1,0,0,37,39,2
44,4,5420,11,8,2,3,0,4,1,0,0,36,39,0
37,4,16724,15,9,2,12,0,4,1,0,0,39,39,0
33,5,10419,15,9,2,7,0,4,1,0,0,69,11,0
20,2,1620,12,13,2,10,5,4,0,0,0,44,39,2
0,0,1861,1,6,4,0,3,4,0,0,0,29,39,0
39,4,4354,11,8,2,12,5,4,0,0,0,3,39,0
14,4,12222,9,12,0,4,1,4,0,0,0,49,39,2
15,7,9865,9,12,2,4,5,4,0,0,0,54,39,2
11,4,10505,1,6,0,8,4,4,0,0,0,39,39,0
17,4,1037,8,10,2,13,0,4,1,0,0,39,39,0
16,4,19219,0,5,4,8,3,4,0,0,0,24,39,0
25,4,25693,8,10,0,1,1,4,0,0,0,34,39,0
47,4,8869,8,10,2,3,0,4,1,0,0,47,39,0
12,4,25011,15,9,2,6,0,4,1,0,0,19,39,0
24,0,18143,4,2,2,0,0,4,1,0,0,31,26,0
28,4,26241,15,9,2,14,0,4,1,0,0,39,39,0
31,4,8347,12,13,2,10,0,4,1,0,0,44,39,2
27,4,14985,15,9,5,13,1,4,0,0,0,37,39,0
17,1,15877,15,9,4,1,1,4,1,0,0,39,39,0
23,4,1566,11,8,4,7,1,4,1,0,0,44,39,0
28,4,14776,11,8,2,3,0,4,1,0,60,39,39,0
6,4,19929,15,9,4,8,3,4,0,0,0,19,39,0
34,4,3857,9,12,2,10,0,4,1,0,0,54,39,2
7,4,27621,11,8,2,3,0,4,1,45,0,49,39,0
40,4,14684,9,12,6,10,4,4,1,104,0,39,39,2
6,4,8214,15,9,4,1,1,4,0,0,37,39,39,0
17,4,13804,15,9,2,5,0,4,1,0,0,39,39,2
19,4,5938,11,8,0,7,1,4,1,69,0,39,39,0
39,5,3328,14,14,2,10,0,4,1,0,0,31,39,2
25,4,23163,11,8,0,4,4,4,0,0,0,39,39,0
28,5,14984,9,12,2,4,0,4,1,0,0,59,39,0
21,4,25203,9,12,2,10,0,4,1,112,0,69,39,2
12,2,6721,8,10,2,11,0,4,1,98,0,39,39,2
37,4,12749,9,12,0,10,1,4,1,0,13,39,39,0
23,4,16347,11,8,2,7,0,4,1,0,0,39,39,2
12,4,11535,11,8,2,14,0,4,1,0,0,39,39,0
18,1,8109,9,12,4,4,3,4,1,0,0,39,39,0
30,4,5853,11,8,5,4,4,4,0,0,0,36,39,0
34,4,21237,8,10,4,4,1,4,0,0,0,42,39,0
11,4,27147,11,8,4,8,2,4,1,0,0,39,26,0
41,4,11088,11,8,2,7,0,4,1,0,0,44,39,2
7,4,12375,11,8,4,7,3,4,0,0,0,24,39,0
29,7,15554,11,8,0,4,1,4,1,0,0,39,39,0
40,4,8748,0,5,2,7,0,2,1,0,0,47,39,0
5,4,19855,11,8,4,6,2,4,1,0,0,19,39,0
11,4,952,9,12,4,13,1,2,1,0,0,29,23,0
0,0,26457,0,5,4,0,3,4,1,0,0,24,39,0
6,4,20198,11,8,4,12,3,4,1,0,0,59,39,0
2,4,17595,11,8,4,6,1,4,1,0,0,39,39,0
49,7,5328,11,8,6,10,4,2,0,0,0,34,39,0
21,4,6287,15,9,2,4,0,4,1,0,0,54,39,0
22,1,27905,15,9,0,4,4,2,0,0,0,39,39,0
22,0,3991,2,7,2,0,0,4,1,0,0,39,39,0
30,4,3105,11,8,2,7,0,4,1,81,0,39,39,2
22,4,23658,11,8,0,14,3,4,1,0,0,59,39,0
5,4,27229,15,9,4,14,3,4,1,0,0,39,39,0
19,4,21449,11,8,4,3,3,2,1,0,0,29,39,0
15,4,15700,15,9,2,7,0,1,1,0,0,39,30,0
12,0,15493,11,8,4,0,1,4,1,0,0,39,39,0
26,2,7814,9,12,4,10,1,4,1,0,0,39,39,0
34,4,4741,11,8,2,3,0,4,1,0,0,39,39,0
25,4,14248,4,2,2,3,0,4,1,0,0,59,39,0
15,7,11977,2,7,4,1,4,4,0,0,0,39,39,0
17,4,14518,15,9,4,1,3,4,1,0,0,39,39,0
34,4,11357,8,10,2,3,0,4,1,0,0,56,39,0
21,4,11843,9,12,2,12,0,4,1,0,0,43,39,0
4,4,9036,11,8,4,6,3,2,1,0,0,19,39,0
16,6,5024,9,12,4,8,1,4,0,0,0,14,39,0
17,4,6361,11,8,2,3,0,4,1,0,0,39,39,0
15,4,8143,11,8,2,4,0,4,1,0,0,39,39,0
21,0,26298,8,10,4,0,3,4,1,0,0,14,39,0
10,6,21751,11,8,2,8,0,2,1,0,0,59,39,2
18,5,4191,15,9,2,12,0,4,1,0,0,49,39,2
12,7,16823,9,12,4,10,1,4,1,0,0,49,39,0
23,4,13244,11,8,2,3,0,4,1,0,0,39,39,0
29,4,15639,5,3,2,5,0,2,1,0,0,29,39,0
20,4,12646,11,8,4,8,4,2,0,0,0,29,39,0
21,6,11527,11,8,2,3,0,4,1,56,0,24,39,0
20,4,22091,15,9,2,4,0,2,1,0,50,59,5,2
27,4,18308,9,12,2,10,0,4,1,0,0,44,39,2
8,4,14618,12,13,4,10,1,4,1,0,0,29,39,0
21,4,18466,11,8,4,12,4,4,1,0,0,41,39,0
17,2,1046,7,11,0,1,4,4,0,0,0,9,39,0
33,6,26456,11,8,2,12,0,4,1,0,51,59,39,2
29,4,5292,15,9,2,4,0,4,1,0,0,49,39,2
3,4,16631,4,2,4,6,4,4,1,0,0,29,13,0
30,7,17469,8,10,2,4,0,4,1,0,0,37,39,2
29,4,23679,10,15,2,10,0,4,1,0,0,59,39,2
17,4,19981,7,11,0,12,1,4,1,0,0,39,39,0
44,4,9441,11,8,2,14,0,4,1,0,0,39,39,0
38,7,13984,15,9,0,10,1,2,0,0,0,36,39,0
19,4,14526,11,8,4,14,1,4,1,0,0,34,39,0
11,4,12006,15,9,4,4,1,4,0,104,0,39,39,2
5,4,26676,11,8,4,8,1,4,1,0,0,39,39,0
17,4,13211,15,9,4,12,3,2,0,0,0,34,39,0
16,4,5071,15,9,4,7,1,2,1,0,0,39,39,0
10,4,10175,11,8,4,8,3,4,0,0,0,31,39,0
26,1,178,12,13,2,6,0,4,1,79,0,11,39,0
38,4,8611,0,5,2,3,0,4,1,122,0,39,39,2
22,6,21230,0,5,3,8,1,4,0,0,37,14,39,0
3,4,28391,15,9,4,8,3,4,1,0,0,32,8,0
21,4,13097,11,8,4,6,1,2,1,0,0,39,39,0
13,4,25189,15,9,4,3,1,4,1,0,0,39,39,0
4,4,4155,1,6,4,8,3,4,1,0,0,41,8,0
43,4,16438,11,8,2,10,0,4,1,0,0,29,39,0
26,4,4042,15,9,4,6,1,4,1,0,0,39,39,0
19,4,13856,11,8,2,3,0,4,1,0,0,44,39,2
6,4,19358,15,9,4,8,4,4,0,0,0,47,8,0
40,2,15193,15,9,2,6,0,2,1,95,0,39,39,2
8,2,25816,11,8,4,6,2,2,1,0,0,39,39,0
21,4,4673,11,8,0,8,4,2,0,0,0,31,39,0
5,4,6420,11,8,2,3,0,4,1,0,0,34,39,0
6,4,27369,4,2,4,3,1,4,1,0,0,39,26,0
44,6,9170,11,8,4,12,1,4,0,0,0,43,39,0
11,4,25480,15,9,0,3,1,4,1,0,0,45,39,0
0,0,14859,1,6,4,0,3,4,0,0,0,9,39,0
4,4,20203,15,9,4,8,3,4,0,0,0,24,39,0
32,4,13126,12,13,2,10,0,4,1,0,0,39,39,0
20,4,26877,2,7,0,3,3,4,1,0,0,34,39,0
6,4,14171,15,9,4,8,3,4,0,0,0,39,6,0
21,6,20825,15,9,2,10,0,4,1,53,0,49,39,0
17,2,4480,9,12,2,10,5,4,0,0,0,45,39,2
4,4,28076,11,8,4,7,3,4,0,0,0,39,29,0
10,7,18008,15,9,2,4,0,2,1,0,0,39,39,2
40,4,23879,11,8,2,3,0,4,1,0,0,81,39,2
5,4,10840,11,8,4,6,3,2,1,0,0,24,39,0
3,4,23261,15,9,4,1,1,3,0,0,0,34,39,0
32,5,9498,15,9,2,10,5,4,0,0,0,64,39,2
21,4,19295,11,8,2,3,0,4,1,0,0,39,39,0
23,4,5567,9,12,2,13,0,4,1,0,0,39,39,0
27,4,19015,11,8,2,3,0,2,1,0,19,39,14,0
20,6,22481,15,9,2,1,5,4,0,0,0,19,39,0
40,4,17217,12,13,0,10,1,4,1,0,0,29,39,0
39,4,19621,5,3,4,8,3,4,0,0,0,29,39,0
24,4,20611,7,11,0,10,1,4,1,0,0,78,39,0
33,6,8406,11,8,2,8,0,1,1,0,0,59,35,0
16,4,4045,6,4,4,7,1,4,1,0,0,49,39,0
12,4,8642,12,13,2,12,0,4,1,0,0,19,39,0
11,1,11605,9,12,2,4,0,4,1,81,0,39,39,2
18,4,20382,0,5,2,7,0,4,1,0,0,49,39,0
19,4,17078,11,8,0,3,4,4,1,0,0,39,39,0
28,4,12653,10,15,0,10,4,2,0,0,93,34,39,2
13,6,2814,7,11,4,3,3,4,1,0,0,39,39,0
18,5,8705,11,8,2,8,0,4,1,0,0,59,39,0
10,4,20905,8,10,2,12,0,4,1,0,0,39,39,0
5,4,13768,11,8,4,4,1,4,1,0,0,39,41,0
7,4,7056,15,9,4,6,3,4,1,0,0,29,39,0
30,4,5281,9,12,2,10,0,4,1,0,0,49,39,2
30,4,1665,15,9,2,4,0,4,1,0,0,39,39,2
1,4,8921,1,6,4,8,3,4,0,0,0,14,39,0
1,4,20244,15,9,4,1,3,4,1,0,0,29,39,0
14,2,15199,11,8,0,11,1,4,1,0,0,46,39,2
26,6,7078,12,13,0,8,4,4,0,0,0,29,39,0
28,4,23342,11,8,2,14,0,3,1,68,0,39,39,0
22,4,5719,11,8,2,14,0,4,1,0,0,39,39,0
13,4,24593,9,12,4,1,1,4,1,0,0,49,39,0
5,4,1948,15,9,4,1,1,4,0,0,0,34,39,0
13,6,14049,11,8,2,5,0,4,1,0,0,82,39,0
19,4,14750,10,15,2,10,0,4,1,0,0,59,39,2
3,7,10972,7,11,4,10,1,4,1,0,0,29,39,0
44,0,19598,3,1,2,0,0,4,1,67,0,19,26,0
10,4,9286,11,8,2,14,0,4,1,0,51,44,39,0
42,2,2014,15,9,2,4,0,4,1,0,0,59,39,2
43,4,8447,11,8,2,3,0,4,1,0,0,39,39,0
26,4,21790,9,12,0,4,1,4,0,0,0,39,39,0
18,4,19716,11,8,0,14,1,4,1,0,0,59,39,0
23,4,19026,9,12,2,1,0,4,1,0,0,49,39,2
3,4,22886,1,6,2,6,2,4,1,48,0,34,39,0
30,4,1699,12,13,2,4,0,4,1,0,0,39,39,0
23,4,12117,7,11,0,10,1,4,1,0,0,49,39,0
3,4,3582,11,8,4,7,3,4,1,0,0,39,39,0
58,0,6605,15,9,2,0,0,4,1,0,0,12,39,0
8,4,7690,15,9,4,1,3,4,0,0,0,39,39,0
30,4,5528,8,10,2,10,0,4,1,0,0,39,39,2
12,6,8100,7,11,6,12,4,4,0,0,0,39,39,2
17,4,6407,11,8,2,14,0,4,1,0,0,44,39,0
28,7,692,9,12,5,10,1,4,0,0,0,39,39,0
6,4,20400,15,9,4,6,3,4,1,41,0,49,39,0
29,4,22314,7,11,6,1,4,4,0,0,0,39,39,0
24,7,13115,15,9,0,7,1,2,0,0,0,37,39,0
12,4,27687,9,12,2,10,0,4,1,0,0,39,39,2
0,4,299,1,6,4,6,3,0,1,0,0,19,39,0
22,4,12930,6,4,2,3,0,4,1,0,0,39,39,0
20,4,9948,11,8,4,7,4,2,0,0,0,39,39,0
17,4,17688,11,8,2,7,0,2,1,0,0,39,0,0
3,4,11751,11,8,4,3,1,4,1,0,0,39,39,0
1,0,2063,11,8,4,0,3,1,0,0,28,37,39,0
35,4,12050,8,10,2,3,0,4,1,0,0,39,39,2
25,2,407,7,11,2,10,5,0,0,0,0,39,39,0
5,4,27007,4,2,2,3,0,4,1,0,0,34,26,0
49,7,3112,15,9,0,4,1,4,0,0,0,54,39,0
18,4,8195,11,8,2,14,0,4,1,0,0,64,39,0
23,2,14310,7,11,4,10,1,4,1,0,0,39,39,2
4,4,11735,11,8,0,12,4,0,0,0,0,37,39,0
34,2,10631,11,8,0,11,4,4,1,0,0,51,39,0
17,4,16634,0,5,2,3,0,4,1,0,0,39,39,0
7,4,13258,11,8,2,3,0,4,1,0,0,39,39,0
26,4,25567,9,12,3,1,4,4,0,0,0,39,39,0
17,4,13616,9,12,2,4,5,4,0,0,0,39,39,2
25,2,15380,12,13,4,10,4,4,0,0,0,39,39,0
24,4,464,8,10,4,3,1,4,1,0,0,29,39,0
4,4,10939,11,8,4,14,3,4,0,0,0,39,39,0
47,2,677,5,3,2,11,0,4,1,0,0,9,39,0
7,1,17845,11,8,4,1,1,4,0,0,54,39,39,0
6,4,1345,15,9,4,6,3,4,1,0,0,9,39,0
12,4,16690,11,8,2,12,0,4,1,0,0,49,39,0
27,6,1805,11,8,0,4,4,4,0,0,0,59,39,0
11,4,14220,9,12,2,10,0,4,1,0,0,54,39,0
16,5,26537,11,8,2,12,0,4,1,0,0,49,39,2
18,4,8135,15,9,2,3,0,4,1,0,0,39,39,0
24,4,16981,0,5,3,3,1,4,0,0,0,39,39,0
25,4,10489,9,12,2,12,0,2,1,0,0,39,39,2
34,6,169,15,9,2,4,0,4,1,0,0,95,39,2
